,Name,City,CityID,CandID,Sam,winner ever,winner_key ever,follower ever,follower_key ever,Career Start Year,Career End Year,Wikipedia,Linkedin,Others1,Others2,Others3,Others4,Term Start Year,Web
3943, Joe Mallahan, Seattle ,17.0,215064.0,0.0,1.0,0.0,0.0,0.0,2010.0,2010.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=215064
1145, Al Runte, Seattle ,17.0,110933.0,0.0,1.0,0.0,0.0,0.0,2006.0,2006.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=110933
1949, City Attorney Mark Sidran, Seattle ,17.0,19647.0,0.0,0.0,0.0,1.0,0.0,2002.0,2002.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=19647
340, (I) Mayor Gregory L. Nickels, Seattle ,17.0,19646.0,1.0,1.0,1.0,1.0,0.0,1998.0,2010.0,http://en.wikipedia.org/wiki/Greg_Nickels#Political_career,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=19646
2457, County Councilmember Gregory L. Nickels, Seattle ,17.0,19646.0,1.0,1.0,1.0,1.0,0.0,1998.0,2010.0,http://en.wikipedia.org/wiki/Greg_Nickels#Political_career,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=19646
2069, City Councilmember Charlie Chong, Seattle ,17.0,19650.0,0.0,1.0,0.0,0.0,0.0,1998.0,2002.0,,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=19650
1947, City Attorney Douglas Jewett, Seattle ,17.0,26611.0,0.0,0.0,0.0,1.0,0.0,1990.0,1990.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=26611
2652, David Stern, Seattle ,17.0,65460.0,0.0,1.0,0.0,0.0,0.0,1990.0,1994.0,,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=65460
602, (I) Mayor Norm Rice, Seattle ,17.0,8608.0,1.0,1.0,1.0,1.0,0.0,1986.0,1994.0,http://en.wikipedia.org/wiki/Norm_Rice,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=8608
2256, City Councilmember Norm Rice, Seattle ,17.0,8608.0,1.0,1.0,1.0,1.0,0.0,1986.0,1994.0,http://en.wikipedia.org/wiki/Norm_Rice,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=8608
616, (I) Mayor Paul E. Schell, Seattle ,17.0,19648.0,1.0,1.0,1.0,1.0,0.0,1978.0,2002.0,http://en.wikipedia.org/wiki/Paul_Schell,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=19648
5445, Paul E. Schell, Seattle ,17.0,19648.0,1.0,1.0,1.0,1.0,0.0,1978.0,2002.0,http://en.wikipedia.org/wiki/Paul_Schell,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=19648
5565, Port Commissioner Paul E. Schell, Seattle ,17.0,19648.0,1.0,1.0,1.0,1.0,0.0,1978.0,2002.0,http://en.wikipedia.org/wiki/Paul_Schell,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=19648
194, (I) Mayor Charley Royer, Seattle ,17.0,65461.0,0.0,1.0,1.0,1.0,0.0,1978.0,1986.0,,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=65461
1866, Charley Royer, Seattle ,17.0,65461.0,0.0,1.0,1.0,1.0,0.0,1978.0,1986.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=65461
2217, City Councilmember Liem Eng Tuai, Seattle ,17.0,65464.0,0.0,0.0,0.0,1.0,0.0,1974.0,1974.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=65464
2300, City Councilmember Samuel Smith, Seattle ,17.0,65462.0,0.0,1.0,0.0,0.0,0.0,1970.0,1982.0,,,,,,,4,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=65462
797, (I) Mayor Wes Uhlman, Seattle ,17.0,65463.0,0.0,1.0,1.0,0.0,0.0,1969.0,1974.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=65463
6461, St. Sen. Wes Uhlman, Seattle ,17.0,65463.0,0.0,1.0,1.0,0.0,0.0,1969.0,1974.0,,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=65463
4726, Marcus Giavanni, Denver ,18.0,342518.0,0.0,1.0,0.0,0.0,0.0,2015.0,2015.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=342518
6393, St. Sen. Chris Romer, Denver ,18.0,123462.0,0.0,0.0,0.0,1.0,0.0,2011.0,2011.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=123462
565, (I) Mayor Michael Hancock, Denver ,18.0,250934.0,0.0,1.0,1.0,1.0,0.0,2011.0,2015.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=250934
5080, Michael Hancock, Denver ,18.0,250934.0,0.0,1.0,1.0,1.0,0.0,2011.0,2015.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=250934
2545, Danny F. Lopez, Denver ,18.0,140950.0,0.0,1.0,0.0,0.0,0.0,2007.0,2011.0,,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=140950
2776," Donald J. ""Don"" Mares", Denver ,18.0,11137.0,0.0,0.0,0.0,1.0,0.0,2003.0,2003.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=11137
440, (I) Mayor John Hickenlooper, Denver ,18.0,11139.0,0.0,1.0,1.0,1.0,0.0,2003.0,2007.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=11139
4091, John Hickenlooper, Denver ,18.0,11139.0,0.0,1.0,1.0,1.0,0.0,2003.0,2007.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=11139
3327, Gill L. Ford, Denver ,18.0,68159.0,0.0,0.0,0.0,1.0,0.0,1999.0,1999.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=68159
4826, Mary DeGroot, Denver ,18.0,227990.0,0.0,0.0,0.0,1.0,0.0,1995.0,1995.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=227990
5304, Norm Early, Denver ,18.0,227982.0,0.0,0.0,1.0,1.0,0.0,1991.0,1991.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=227982
2751, Don Bain, Denver ,18.0,227983.0,0.0,0.0,0.0,1.0,0.0,1987.0,1991.0,,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=227983
796, (I) Mayor Wellington Webb, Denver ,18.0,6474.0,0.0,1.0,1.0,0.0,0.0,1983.0,1999.0,,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=6474
6944, Wellington Webb, Denver ,18.0,6474.0,0.0,1.0,1.0,0.0,0.0,1983.0,1999.0,,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=6474
287, (I) Mayor Federico Pea, Denver ,18.0,55481.0,0.0,1.0,1.0,0.0,0.0,1983.0,1987.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=55481
3060, Federico Pea, Denver ,18.0,55481.0,0.0,1.0,1.0,0.0,0.0,1983.0,1987.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=55481
2502, Dale Tooley, Denver ,18.0,273297.0,0.0,0.0,0.0,1.0,0.0,1983.0,1983.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=273297
812," (I) Mayor William H. ""Bill"" McNichols", Denver ,18.0,330463.0,0.0,0.0,1.0,1.0,0.0,1979.0,1983.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=330463
875," (I) William H. ""Bill"" McNichols", Denver ,18.0,330463.0,0.0,0.0,1.0,1.0,0.0,1979.0,1983.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=330463
3193, Garry Mitchell, Denver ,18.0,334787.0,0.0,1.0,0.0,0.0,0.0,1979.0,1979.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=334787
6525, Steve Ortega, El Paso ,19.0,330974.0,0.0,0.0,0.0,1.0,0.0,2013.0,2013.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=330974
5352, Oscar Leeser, El Paso ,19.0,330977.0,0.0,1.0,1.0,0.0,0.0,2013.0,2013.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=330977
3391, Gus Haddad, El Paso ,19.0,228624.0,0.0,1.0,0.0,0.0,0.0,2009.0,2013.0,,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=228624
1202, Alfrank Catucci, El Paso ,19.0,228626.0,0.0,0.0,0.0,1.0,0.0,2009.0,2009.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=228626
436, (I) Mayor John F. Cook, El Paso ,19.0,95990.0,1.0,1.0,1.0,0.0,0.0,2005.0,2009.0,http://en.wikipedia.org/wiki/John_Cook_(mayor_of_El_Paso),,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=95990
4054, John F. Cook, El Paso ,19.0,95990.0,1.0,1.0,1.0,0.0,0.0,2005.0,2009.0,http://en.wikipedia.org/wiki/John_Cook_(mayor_of_El_Paso),,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=95990
422, (I) Mayor Joe Wardy, El Paso ,19.0,95989.0,0.0,0.0,1.0,1.0,0.0,2003.0,2005.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=95989
3959, Joe Wardy, El Paso ,19.0,95989.0,0.0,0.0,1.0,1.0,0.0,2003.0,2005.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=95989
5646, Ray Graham, El Paso ,19.0,228632.0,0.0,1.0,0.0,0.0,0.0,2003.0,2003.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=228632
649, (I) Mayor Raymond C. Caballero, El Paso ,19.0,228628.0,0.0,1.0,1.0,0.0,0.0,2001.0,2003.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=228628
5655, Raymond C. Caballero, El Paso ,19.0,228628.0,0.0,1.0,1.0,0.0,0.0,2001.0,2003.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=228628
4491, Larry Francis, El Paso ,19.0,228633.0,0.0,0.0,0.0,1.0,0.0,2001.0,2001.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=228633
6201, Sheriff Benny Napoleon, Detroit ,20.0,198244.0,0.0,0.0,0.0,1.0,0.0,2014.0,2014.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=198244
1020, (W) Mike Duggan, Detroit ,20.0,309269.0,0.0,1.0,1.0,0.0,0.0,2014.0,2014.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=309269
5152, Mike Duggan, Detroit ,20.0,309269.0,0.0,1.0,1.0,0.0,0.0,2014.0,2014.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=309269
213, (I) Mayor Dave Bing, Detroit ,20.0,198243.0,1.0,1.0,1.0,0.0,0.0,2009.0,2010.0,http://en.wikipedia.org/wiki/Dave_Bing#College,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=198243
2558, Dave Bing, Detroit ,20.0,198243.0,1.0,1.0,1.0,0.0,0.0,2009.0,2010.0,http://en.wikipedia.org/wiki/Dave_Bing#College,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=198243
487," (I) Mayor Kenneth Cockrel, Jr.", Detroit ,20.0,100805.0,0.0,1.0,1.0,1.0,0.0,2008.0,2009.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=100805
2204," City Councilmember Kenneth Cockrel, Jr.", Detroit ,20.0,100805.0,0.0,1.0,1.0,1.0,0.0,2008.0,2009.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=100805
3178, Freman Hendrix, Detroit ,20.0,81655.0,1.0,0.0,0.0,1.0,0.0,2006.0,2009.0,http://en.wikipedia.org/wiki/Freman_Hendrix,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=81655
497, (I) Mayor Kwame Kilpatrick, Detroit ,20.0,3707.0,1.0,1.0,1.0,1.0,0.0,2002.0,2006.0,http://en.wikipedia.org/wiki/Kwame_Kilpatrick,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=3707
6308, St. Rep. Kwame Kilpatrick, Detroit ,20.0,3707.0,1.0,1.0,1.0,1.0,0.0,2002.0,2006.0,http://en.wikipedia.org/wiki/Kwame_Kilpatrick,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=3707
2134, City Councilmember Gil Hill, Detroit ,20.0,3708.0,0.0,1.0,0.0,0.0,0.0,2002.0,2002.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=3708
2883, Ed Vaughn, Detroit ,20.0,95158.0,0.0,1.0,0.0,0.0,0.0,1998.0,1998.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=95158
6184, Sharon McPhail, Detroit ,20.0,81656.0,0.0,0.0,0.0,1.0,0.0,1994.0,2009.0,,,,,,,3,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=81656
230, (I) Mayor Dennis W. Archer, Detroit ,20.0,95153.0,0.0,1.0,1.0,1.0,0.0,1994.0,1998.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=95153
2704, Dennis W. Archer, Detroit ,20.0,95153.0,0.0,1.0,1.0,1.0,0.0,1994.0,1998.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=95153
6661, Thomas Barrow, Detroit ,20.0,100831.0,0.0,1.0,0.0,1.0,0.0,1986.0,2014.0,,,,,,,4,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=100831
5490, Perry Koslowski, Detroit ,20.0,193524.0,0.0,1.0,0.0,0.0,0.0,1982.0,1982.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=193524
3023," Ernest Browne, Jr.", Detroit ,20.0,100832.0,0.0,0.0,0.0,1.0,0.0,1978.0,1978.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=100832
200, (I) Mayor Coleman A. Young, Detroit ,20.0,100828.0,0.0,1.0,1.0,1.0,0.0,1974.0,1990.0,,,,,,,4,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=100828
2389, Coleman A. Young, Detroit ,20.0,100828.0,0.0,1.0,1.0,1.0,0.0,1974.0,1990.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=100828
4155, John Nichols, Detroit ,20.0,100833.0,0.0,0.0,0.0,1.0,0.0,1974.0,1974.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=100833
2086, City Councilmember David Catania,DC,21.0,54550.0,0.0,0.0,0.0,1.0,0.0,2015.0,2015.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=54550
2250, City Councilmember Muriel Bowser,DC,21.0,154848.0,0.0,1.0,1.0,0.0,0.0,2015.0,2015.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=154848
786, (I) Mayor Vincent C. Gray,DC,21.0,60497.0,1.0,1.0,1.0,0.0,0.0,2011.0,2015.0,http://en.wikipedia.org/wiki/Vincent_C._Gray,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=60497
1984, City Council Chair Vincent C. Gray,DC,21.0,60497.0,1.0,1.0,1.0,0.0,0.0,2011.0,2015.0,http://en.wikipedia.org/wiki/Vincent_C._Gray,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=60497
10, (I) (W) Mayor Adrian Fenty,DC,21.0,54581.0,1.0,0.0,1.0,0.0,0.0,2007.0,2011.0,http://en.wikipedia.org/wiki/Adrian_Fenty,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=54581
95, (I) Mayor Adrian Fenty,DC,21.0,54581.0,1.0,0.0,1.0,0.0,0.0,2007.0,2011.0,http://en.wikipedia.org/wiki/Adrian_Fenty,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=54581
2016, City Councilmember Adrian Fenty,DC,21.0,54581.0,1.0,0.0,1.0,0.0,0.0,2007.0,2011.0,http://en.wikipedia.org/wiki/Adrian_Fenty,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=54581
2567, Dave Kranich,DC,21.0,122555.0,0.0,1.0,0.0,0.0,0.0,2007.0,2007.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=122555
1902, Chris Otten,DC,21.0,122556.0,0.0,0.0,0.0,1.0,0.0,2007.0,2007.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=122556
5336, Omari Musa,DC,21.0,15753.0,0.0,0.0,0.0,1.0,0.0,2006.0,2011.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=15753
11, (I) (W) Mayor Anthony Williams,DC,21.0,3988.0,0.0,1.0,1.0,0.0,0.0,1999.0,2003.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=3988
115, (I) Mayor Anthony Williams,DC,21.0,3988.0,0.0,1.0,1.0,0.0,0.0,1999.0,2003.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=3988
1339, Anthony Williams,DC,21.0,3988.0,0.0,1.0,1.0,0.0,0.0,1999.0,2003.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=3988
1235, Alpha Estes Brown,DC,21.0,32062.0,0.0,0.0,0.0,1.0,0.0,1999.0,1999.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=32062
2485, Curtis Pree,DC,21.0,32065.0,0.0,1.0,0.0,0.0,0.0,1995.0,1995.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=32065
5238, Nancy Lord,DC,21.0,4962.0,0.0,1.0,0.0,0.0,0.0,1991.0,1991.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=4962
719, (I) Mayor Sharon Pratt Kelly,DC,21.0,32070.0,1.0,0.0,1.0,0.0,0.0,1991.0,1995.0,http://en.wikipedia.org/wiki/Sharon_Pratt_Kelly,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=32070
6185, Sharon Pratt Dixon,DC,21.0,32070.0,1.0,0.0,1.0,0.0,0.0,1991.0,1995.0,http://en.wikipedia.org/wiki/Sharon_Pratt_Kelly,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=32070
4828, Mary E. Cox,DC,21.0,61905.0,0.0,0.0,0.0,1.0,0.0,1991.0,1991.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=61905
899, (W) Carol Schwartz,DC,21.0,3989.0,1.0,0.0,0.0,1.0,0.0,1987.0,2015.0,http://en.wikipedia.org/wiki/Carol_Schwartz,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=3989
1768, Carol Schwartz,DC,21.0,3989.0,1.0,0.0,0.0,1.0,0.0,1987.0,2015.0,http://en.wikipedia.org/wiki/Carol_Schwartz,,,,,,5,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=3989
3192, Garry Davis,DC,21.0,61901.0,0.0,0.0,0.0,1.0,0.0,1987.0,1987.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=61901
934, (W) Dennis S. Sobin,DC,21.0,61898.0,0.0,0.0,0.0,1.0,0.0,1983.0,1987.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=61898
2702, Dennis S. Sobin,DC,21.0,61898.0,0.0,0.0,0.0,1.0,0.0,1983.0,1987.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=61898
18," (I) (W) Mayor Marion S. Barry, Jr.",DC,21.0,26431.0,1.0,1.0,1.0,0.0,0.0,1979.0,1995.0,http://en.wikipedia.org/wiki/Marion_Barry#Early_life.2C_education.2C_and_civil_rights_activism,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=26431
535," (I) Mayor Marion S. Barry, Jr.",DC,21.0,26431.0,1.0,1.0,1.0,0.0,0.0,1979.0,1995.0,http://en.wikipedia.org/wiki/Marion_Barry#Early_life.2C_education.2C_and_civil_rights_activism,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=26431
2229," City Councilmember Marion S. Barry, Jr.",DC,21.0,26431.0,1.0,1.0,1.0,0.0,0.0,1979.0,1995.0,http://en.wikipedia.org/wiki/Marion_Barry#Early_life.2C_education.2C_and_civil_rights_activism,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=26431
3354, Glova Scott,DC,21.0,62169.0,0.0,0.0,0.0,1.0,0.0,1979.0,1979.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=62169
6089, Sam Manuel,DC,21.0,908.0,0.0,0.0,0.0,1.0,0.0,1977.0,2003.0,,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=908
792, (I) Mayor Walter E. Washington,DC,21.0,19194.0,0.0,1.0,1.0,0.0,0.0,1975.0,1979.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=19194
6913, Walter E. Washington,DC,21.0,19194.0,0.0,1.0,1.0,0.0,0.0,1975.0,1979.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=19194
6085, Sam Harris,DC,21.0,82479.0,0.0,0.0,0.0,1.0,0.0,1975.0,1975.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=82479
6317, St. Rep. Martin J. Walsh, Boston ,22.0,45417.0,0.0,1.0,1.0,0.0,0.0,2014.0,2014.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=45417
2006, City Councillor John R. Connolly, Boston ,22.0,138397.0,0.0,0.0,0.0,1.0,0.0,2014.0,2014.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=138397
2009, City Councillor Michael F. Flaherty, Boston ,22.0,138395.0,1.0,0.0,0.0,1.0,0.0,2010.0,2010.0,http://en.wikipedia.org/wiki/Michael_F._Flaherty,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=138395
2008, City Councillor Maura Hennigan, Boston ,22.0,100461.0,0.0,0.0,0.0,1.0,0.0,2006.0,2006.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=100461
5483, Peggy Davis-Mullen, Boston ,22.0,28701.0,0.0,0.0,0.0,1.0,0.0,2002.0,2002.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=28701
6292, St. Rep. James T. Brett, Boston ,22.0,72354.0,0.0,0.0,0.0,1.0,0.0,1994.0,1994.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=72354
751, (I) Mayor Thomas M. Menino, Boston ,22.0,28699.0,1.0,1.0,1.0,0.0,0.0,1993.0,2010.0,http://en.wikipedia.org/wiki/Thomas_Menino,,,,,,5,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=28699
2015, City Councillor Thomas M. Menino, Boston ,22.0,28699.0,1.0,1.0,1.0,0.0,0.0,1993.0,2010.0,http://en.wikipedia.org/wiki/Thomas_Menino,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=28699
2916, Edward J. Doherty, Boston ,22.0,207252.0,0.0,0.0,0.0,1.0,0.0,1992.0,1992.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=207252
4137, John M. Tierney, Boston ,22.0,72351.0,0.0,0.0,0.0,1.0,0.0,1988.0,1988.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=72351
651," (I) Mayor Raymond L. ""Ray"" Flynn", Boston ,22.0,12593.0,1.0,1.0,1.0,1.0,0.0,1984.0,1992.0,http://en.wikipedia.org/wiki/Raymond_Flynn,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=12593
2011," City Councillor Raymond L. ""Ray"" Flynn", Boston ,22.0,12593.0,1.0,1.0,1.0,1.0,0.0,1984.0,1992.0,http://en.wikipedia.org/wiki/Raymond_Flynn,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=12593
6319," St. Rep. Melvin H. ""Mel"" King", Boston ,22.0,121119.0,0.0,1.0,0.0,0.0,0.0,1980.0,1984.0,,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=121119
4247," Joseph F. Timilty, Jr.", Boston ,22.0,215439.0,0.0,0.0,0.0,1.0,0.0,1972.0,1980.0,,,,,,,3,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=215439
4656, Louise Day Hicks, Boston ,22.0,33334.0,0.0,1.0,0.0,0.0,0.0,1968.0,1972.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=33334
5724, Rep. Louise Day Hicks, Boston ,22.0,33334.0,0.0,1.0,0.0,0.0,0.0,1968.0,1972.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=33334
492, (I) Mayor Kevin H. White, Boston ,22.0,71597.0,0.0,1.0,1.0,1.0,0.0,1968.0,1980.0,,,,,,,3,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=71597
6156, Secretary of State Kevin H. White, Boston ,22.0,71597.0,0.0,1.0,1.0,1.0,0.0,1968.0,1980.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=71597
2178, City Councilmember Jim Strickland, Memphis ,23.0,13939.0,0.0,0.0,1.0,1.0,0.0,2016.0,2016.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=13939
4405, Kenneth B. Robinson, Memphis ,23.0,278762.0,0.0,0.0,0.0,1.0,0.0,2012.0,2012.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=278762
2106, City Councilmember E. C. Jones, Memphis ,23.0,110479.0,0.0,1.0,0.0,0.0,0.0,2009.0,2009.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=110479
3145, Fred Askew, Memphis ,23.0,156958.0,0.0,1.0,0.0,0.0,0.0,2008.0,2008.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=156958
5621, Randy L. Cagle, Memphis ,23.0,156961.0,0.0,0.0,0.0,1.0,0.0,2008.0,2008.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=156961
2714, Dewayne A. Jones, Memphis ,23.0,156964.0,0.0,1.0,0.0,0.0,0.0,2008.0,2012.0,,,,,,,2,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=156964
6178, Sharon A. Webb, Memphis ,23.0,156968.0,0.0,1.0,0.0,0.0,0.0,2008.0,2016.0,,,,,,,3,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=156968
6922, Walter Payne, Memphis ,23.0,213606.0,0.0,0.0,0.0,1.0,0.0,2003.0,2003.0,,,,,,,1,http://www.ourcampaigns.com/CandidateDetail.html?CandidateID=213606
